0,010;0,010
0,009;0,010
0,011;0,010
0,010;0,010
0,011;0,010
1,496;0,258
0,011;0,222
1,970;0,441
0,010;0,393
2,175;0,571
2,980;0,790
0,006;0,725
0,011;0,670
0,010;0,623
0,011;0,582
0,010;0,546
0,010;0,515
0,006;0,486
0,010;0,461
0,010;0,439
0,011;0,418
0,010;0,400
0,009;0,383
0,010;0,367
0,009;0,353
0,005;0,340
0,010;0,327
0,010;0,316
2,236;0,382
0,009;0,370
0,006;0,358
2,584;0,428
2,415;0,488
4,055;0,593
