0,0006129431724548606
0,0005983228981494976
0,0006233671586960378
0,0012101654784055394
0,0017381576985281057
0,001643712324105304
0,002166284287537097
0,002624879818935825
0,0030631357261721136
0,0028925078575670303
0,0033154162638690064
0,003122961453470048
0,002946830775469949
0,0028038388734035135
0,0032158435736757227
0,003136595241228291
0,0030476175174112973
0,00341558508807754
0,0037734996223294445
0,0041359118878696016
0,0038857328388703528
0,004267185506747363
0,004001614132454799
0,003774075395363191
0,0035441990629747535
0,0033339966028849617
0,003701874156475107
0,00408481752470139
0,003844449181063092
0,0042221770982287
0,004571733092920988
0,004287006497063663
0,004033445827363509
0,003808790289050467
